number;date;time;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20
[N];[DD.MM.JJJJ];[h:m:s];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C]
3379;18.07.2019;10:33:07;19,75;19,75;19,75;18;19,18;19,12;18,87;17,87;18,5;19,68;21,75;19,18;20,25;19,43;19,5;20,06;19,87;18,37;19,06;19,18
3385;18.07.2019;10:34:15;19,75;19,75;19,75;18;19,18;19,12;18,87;17,87;18,56;19,68;21,75;19,18;20,31;19,43;19,5;20;19,87;18,37;19,06;19,18
3391;18.07.2019;10:35:22;19,75;19,75;19,75;18;19,18;19,12;18,93;17,87;18,56;19,75;21,81;19,18;20,31;19,5;19,5;20,06;19,87;18,37;19,12;19,18
3397;18.07.2019;10:36:29;19,75;19,75;19,75;18;19,18;19,12;18,93;17,87;18,56;19,68;21,93;19,18;20,37;19,5;19,5;20,06;19,93;18,37;19,12;19,18
3403;18.07.2019;10:37:37;19,75;19,68;19,75;18,06;19,18;19,12;18,93;17,87;18,56;19,75;22,06;19,25;20,37;19,5;19,43;20,06;19,93;18,37;19,12;19,18
3409;18.07.2019;10:38:44;19,75;19,75;19,81;18,06;19,18;19,18;18,87;17,87;18,56;19,68;22,06;19,25;20,43;19,43;19,43;20,06;19,87;18,37;19,06;19,18
3415;18.07.2019;10:39:52;19,75;19,75;19,75;18,06;19,18;19,18;18,87;17,87;18,56;19,68;22;19,25;20,5;19,43;19,43;20,06;19,87;18,43;19,12;19,18
3421;18.07.2019;10:40:59;19,81;19,75;19,75;18,06;19,18;19,12;18,87;17,87;18,56;19,68;22,06;19,31;20,5;19,43;19,43;20,06;19,93;18,37;19,12;19,25
3427;18.07.2019;10:42:07;19,75;19,75;19,75;18,06;19,18;19,18;18,87;17,87;18,62;19,75;22,12;19,31;20,56;19,43;19,43;20,06;19,93;18,43;19,12;19,18
3433;18.07.2019;10:43:14;19,81;19,75;19,81;18,06;19,25;19,18;18,87;17,93;18,56;19,75;22,31;19,31;20,62;19,43;19,43;20,06;20;18,43;19,12;19,25
3439;18.07.2019;10:44:22;19,75;19,75;19,81;18,12;19,18;19,18;18,93;17,93;18,62;19,75;22,56;19,37;20,62;19,56;19,43;20,12;20,06;18,43;19,12;19,25
3445;18.07.2019;10:45:29;19,81;19,81;19,87;18,12;19,25;19,18;18,93;17,93;18,62;19,81;22,62;19,37;20,68;19,62;19,56;20,12;20,12;18,43;19,18;19,25
3451;18.07.2019;10:46:37;19,81;19,81;19,81;18,12;19,18;19,18;18,93;17,93;18,62;19,87;22,5;19,37;20,68;19,62;19,68;20,12;20,06;18,43;19,18;19,25
3457;18.07.2019;10:47:44;19,81;19,81;19,81;18,12;19,18;19,18;19;17,93;18,62;19,87;22,5;19,43;20,75;19,62;19,62;20,12;20,12;18,43;19,18;19,25
3463;18.07.2019;10:48:51;19,81;19,87;19,81;18,12;19,25;19,18;19;17,93;18,62;19,87;22,37;19,43;20,81;19,68;19,68;20,12;20,12;18,43;19,18;19,25
3469;18.07.2019;10:49:59;19,81;19,87;19,87;18,12;19,25;19,25;19,06;17,93;18,68;19,87;22,5;19,43;20,81;19,68;19,75;20,12;20,18;18,43;19,25;19,25
3475;18.07.2019;10:51:06;19,81;19,87;19,87;18,12;19,25;19,25;19;18;18,62;19,93;22,56;19,5;20,87;19,68;19,81;20,18;20,18;18,5;19,25;19,25
3481;18.07.2019;10:52:14;19,81;19,87;19,87;18,12;19,25;19,25;19,06;17,93;18,68;19,93;22,43;19,5;20,93;19,75;19,81;20,12;20,18;18,43;19,25;19,25
3487;18.07.2019;10:53:21;19,81;19,93;19,87;18,18;19,25;19,25;19,06;18;18,68;20;22,31;19,56;20,93;19,75;19,87;20,12;20,25;18,43;19,25;19,25
3493;18.07.2019;10:54:29;19,81;19,93;19,87;18,18;19,25;19,25;19,12;18;18,75;20;22,25;19,56;21;19,81;19,87;20,12;20,25;18,5;19,25;19,25
3499;18.07.2019;10:55:36;19,81;20;19,93;18,18;19,25;19,25;19,18;18;18,75;20;22,37;19,56;21,06;19,81;19,93;20,18;20,25;18,5;19,31;19,25
3505;18.07.2019;10:56:44;19,81;19,93;19,93;18,18;19,25;19,25;19,18;18;18,68;20,06;22,5;19,56;21,06;19,81;20;20,18;20,31;18,5;19,31;19,25
3511;18.07.2019;10:57:51;19,81;20;19,93;18,18;19,31;19,25;19,12;18;18,68;20,06;22,62;19,62;21,12;19,93;20,06;20,18;20,37;18,5;19,31;19,25
3517;18.07.2019;10:58:59;19,81;20;19,93;18,25;19,25;19,31;19,12;18;18,75;20,06;22,75;19,62;21,12;19,93;20;20,25;20,37;18,5;19,31;19,31
3523;18.07.2019;11:00:06;19,81;19,93;19,93;18,25;19,31;19,31;19,12;18;18,75;20,06;22,81;19,68;21,18;19,87;19,93;20,18;20,31;18,5;19,31;19,31
3529;18.07.2019;11:01:14;19,81;19,93;19,93;18,25;19,25;19,31;19,12;18;18,75;20,06;23;19,68;21,25;19,87;19,93;20,18;20,37;18,5;19,31;19,31
3535;18.07.2019;11:02:21;19,81;20,06;20;18,25;19,31;19,31;19,18;18;18,75;20,12;23;19,75;21,25;19,93;20,06;20,25;20,43;18,5;19,37;19,31
3541;18.07.2019;11:03:29;19,81;20,06;20,06;18,25;19,31;19,31;19,25;18,06;18,75;20,18;23,12;19,75;21,31;20,06;20,18;20,25;20,5;18,5;19,37;19,31
3547;18.07.2019;11:04:36;19,81;20;20,06;18,25;19,31;19,31;19,25;18,06;18,81;20,12;23,31;19,75;21,37;20;20,06;20,25;20,56;18,56;19,37;19,31
3553;18.07.2019;11:05:44;19,87;20;20,06;18,31;19,31;19,31;19,18;18,06;18,81;20,12;23,43;19,81;21,37;19,93;20;20,25;20,5;18,56;19,37;19,31
3559;18.07.2019;11:06:51;19,87;20;20,06;18,31;19,31;19,37;19,25;18,06;18,81;20,12;23,43;19,81;21,43;20;20;20,31;20,5;18,56;19,43;19,31
3565;18.07.2019;11:07:59;19,87;20;20,06;18,31;19,31;19,31;19,25;18,06;18,81;20,12;23,43;19,81;21,43;20;20;20,31;20,56;18,56;19,43;19,31
3571;18.07.2019;11:09:06;19,87;20,06;20,12;18,31;19,31;19,37;19,25;18,06;18,87;20,12;23,43;19,87;21,5;20;20,06;20,25;20,56;18,56;19,5;19,31
3577;18.07.2019;11:10:14;19,87;20,06;20,12;18,31;19,31;19,37;19,25;18,06;18,87;20,18;23,43;19,87;21,56;20,06;20,12;20,31;20,62;18,56;19,43;19,37
3583;18.07.2019;11:11:21;19,87;20,12;20,12;18,37;19,31;19,37;19,31;18,06;18,81;20,18;23,37;19,93;21,62;20,06;20,18;20,31;20,62;18,56;19,5;19,37
3589;18.07.2019;11:12:28;19,87;20,12;20,12;18,37;19,31;19,37;19,31;18,12;18,81;20,25;23,31;19,93;21,62;20,06;20,25;20,31;20,68;18,56;19,5;19,37
3595;18.07.2019;11:13:35;19,87;20,06;20,12;18,37;19,37;19,37;19,25;18,12;18,87;20,18;23,43;20;21,68;20,06;20,12;20,31;20,62;18,56;19,43;19,37
3601;18.07.2019;11:14:43;19,87;20,06;20,12;18,37;19,31;19,37;19,25;18,12;18,87;20,25;23,62;20;21,75;20,06;20,18;20,31;20,68;18,56;19,5;19,37
3607;18.07.2019;11:15:50;19,87;20,12;20,12;18,37;19,37;19,37;19,31;18,12;18,87;20,18;23,56;20,06;21,75;20,12;20,18;20,31;20,68;18,56;19,5;19,31
3613;18.07.2019;11:16:58;19,87;20,06;20,12;18,37;19,37;19,43;19,31;18,12;18,87;20,18;23,43;20,06;21,81;20,12;20,12;20,37;20,68;18,62;19,5;19,37
3619;18.07.2019;11:18:05;19,87;20,06;20,12;18,43;19,37;19,43;19,37;18,12;18,87;20,18;23,31;20,06;21,87;20,06;20,06;20,31;20,68;18,62;19,5;19,37
3625;18.07.2019;11:19:13;19,87;20,06;20,12;18,43;19,37;19,37;19,31;18,12;18,93;20,18;23,43;20,12;21,93;20,06;20,06;20,31;20,68;18,56;19,5;19,37
3631;18.07.2019;11:20:20;19,87;20,06;20,12;18,43;19,37;19,43;19,31;18,18;18,93;20,25;23,56;20,12;21,93;20,12;20,12;20,31;20,75;18,62;19,5;19,37
3637;18.07.2019;11:21:28;19,87;20,12;20,12;18,43;19,37;19,43;19,31;18,18;18,93;20,25;23,56;20,12;22;20,12;20,25;20,31;20,75;18,62;19,5;19,37
3643;18.07.2019;11:22:35;19,87;20,12;20,12;18,43;19,37;19,43;19,31;18,18;18,93;20,25;23,56;20,18;22;20,18;20,25;20,31;20,75;18,62;19,5;19,37
3649;18.07.2019;11:23:43;19,87;20,12;20,12;18,43;19,37;19,43;19,31;18,18;18,93;20,25;23,62;20,25;22,06;20,12;20,18;20,31;20,81;18,62;19,5;19,37
3655;18.07.2019;11:24:50;19,87;20,12;20,18;18,43;19,37;19,43;19,31;18,18;18,93;20,25;23,93;20,25;22,12;20,12;20,18;20,37;20,81;18,62;19,5;19,37
3661;18.07.2019;11:25:58;19,93;20,18;20,25;18,5;19,37;19,43;19,43;18,18;18,93;20,37;24,18;20,31;22,18;20,25;20,25;20,43;20,93;18,62;19,62;19,37
3667;18.07.2019;11:27:05;19,93;20,18;20,25;18,5;19,37;19,43;19,43;18,18;19;20,37;24,31;20,31;22,18;20,25;20,25;20,43;20,93;18,62;19,62;19,43
3673;18.07.2019;11:28:13;19,93;20,12;20,18;18,5;19,37;19,5;19,43;18,18;19;20,37;24,18;20,31;22,25;20,25;20,25;20,37;20,93;18,62;19,62;19,43
3679;18.07.2019;11:29:20;19,93;20,12;20,25;18,5;19,37;19,5;19,37;18,18;19;20,37;24,06;20,37;22,31;20,25;20,18;20,37;20,87;18,62;19,56;19,43
3685;18.07.2019;11:30:28;19,93;20,12;20,18;18,56;19,43;19,5;19,43;18,25;19;20,37;24,06;20,37;22,31;20,18;20,18;20,37;20,93;18,68;19,56;19,43
3691;18.07.2019;11:31:35;19,93;20,12;20,18;18,56;19,43;19,5;19,43;18,25;19;20,37;23,93;20,43;22,37;20,25;20,18;20,37;20,87;18,68;19,56;19,43
3697;18.07.2019;11:32:43;19,93;20,12;20,25;18,56;19,43;19,5;19,43;18,18;19;20,37;23,93;20,43;22,43;20,25;20,18;20,37;20,93;18,68;19,62;19,43
3703;18.07.2019;11:33:50;19,93;20,18;20,25;18,56;19,43;19,5;19,43;18,25;19,06;20,37;23,93;20,5;22,43;20,25;20,25;20,37;21;18,68;19,62;19,43
3709;18.07.2019;11:34:58;19,93;20,18;20,31;18,56;19,43;19,5;19,43;18,25;19,06;20,43;24,12;20,5;22,5;20,31;20,31;20,43;21;18,68;19,62;19,43
3715;18.07.2019;11:36:05;19,93;20,18;20,31;18,56;19,43;19,5;19,5;18,25;19,06;20,43;24,18;20,5;22,56;20,37;20,31;20,43;21,06;18,68;19,62;19,43
3721;18.07.2019;11:37:13;19,93;20,18;20,31;18,56;19,43;19,56;19,56;18,25;19,06;20,43;24,06;20,56;22,56;20,37;20,31;20,43;21,06;18,68;19,68;19,43
3727;18.07.2019;11:38:20;20;20,12;20,31;18,56;19,43;19,56;19,56;18,25;19,06;20,37;24,06;20,56;22,62;20,31;20,31;20,43;21,06;18,68;19,68;19,43
3733;18.07.2019;11:39:28;19,93;20,18;20,31;18,56;19,43;19,56;19,75;18,25;19,06;20,43;24,18;20,62;22,68;20,31;20,25;20,5;21,18;18,68;19,75;19,43
3739;18.07.2019;11:40:35;20;20,18;20,37;18,56;19,43;19,56;19,75;18,25;19,06;20,43;24,37;20,62;22,68;20,37;20,31;20,56;21,18;18,68;19,75;19,43
3745;18.07.2019;11:41:43;20;20,18;20,31;18,62;19,43;19,56;19,68;18,31;19,12;20,43;24,5;20,68;22,75;20,37;20,37;20,5;21,18;18,68;19,81;19,5
3751;18.07.2019;11:42:50;19,93;20,18;20,37;18,62;19,5;19,56;19,75;18,31;19,12;20,43;24,12;20,68;22,81;20,37;20,31;20,5;21,18;18,68;19,81;19,43
3757;18.07.2019;11:43:58;20;20,18;20,31;18,62;19,5;19,56;19,75;18,31;19,12;20,43;23,87;20,75;22,87;20,37;20,37;20,5;21,18;18,75;19,75;19,5
3763;18.07.2019;11:45:05;20;20,18;20,31;18,62;19,5;19,56;19,68;18,31;19,12;20,43;23,62;20,75;22,87;20,37;20,31;20,43;21,12;18,75;19,75;19,5
3769;18.07.2019;11:46:13;20;20,18;20,31;18,62;19,5;19,62;19,75;18,31;19,12;20,43;23,56;20,81;22,93;20,31;20,25;20,5;21,12;18,75;19,75;19,5
3775;18.07.2019;11:47:20;20;20,12;20,31;18,68;19,5;19,56;19,68;18,31;19,12;20,43;23,37;20,81;23;20,25;20,25;20,43;21,12;18,68;19,75;19,5
3781;18.07.2019;11:48:28;20;20,12;20,25;18,68;19,5;19,56;19,62;18,37;19,12;20,37;23,25;20,87;23;20,25;20,18;20,43;21,06;18,75;19,68;19,5
3787;18.07.2019;11:49:35;20;20,12;20,25;18,68;19,5;19,62;19,68;18,37;19,12;20,31;23,25;20,87;23,06;20,18;20,12;20,43;21,12;18,75;19,75;19,5
3793;18.07.2019;11:50:43;20;20,12;20,31;18,68;19,5;19,62;19,75;18,37;19,12;20,37;23,37;20,87;23,12;20,18;20,12;20,5;21,12;18,75;19,75;19,5
3799;18.07.2019;11:51:50;20;20,12;20,31;18,68;19,5;19,62;19,75;18,37;19,18;20,37;23,37;20,93;23,18;20,25;20,12;20,5;21,12;18,75;19,81;19,5
3805;18.07.2019;11:52:58;20;20,18;20,37;18,68;19,56;19,62;19,75;18,37;19,18;20,37;23,56;20,93;23,25;20,18;20,12;20,5;21,18;18,75;19,81;19,5
3811;18.07.2019;11:54:05;20;20,18;20,43;18,68;19,56;19,62;19,87;18,37;19,18;20,43;23,68;21;23,25;20,31;20,18;20,56;21,25;18,75;19,81;19,5
3817;18.07.2019;11:55:13;20;20,18;20,43;18,68;19,56;19,62;19,93;18,37;19,18;20,43;23,87;21;23,31;20,31;20,25;20,62;21,31;18,75;19,93;19,5
3823;18.07.2019;11:56:20;20;20,25;20,43;18,75;19,56;19,62;19,93;18,37;19,18;20,43;23,68;21,06;23,37;20,31;20,18;20,56;21,31;18,75;19,87;19,5
3829;18.07.2019;11:57:28;20;20,18;20,43;18,75;19,56;19,68;19,93;18,37;19,18;20,43;23,68;21,06;23,37;20,31;20,18;20,56;21,31;18,81;19,87;19,56
3835;18.07.2019;11:58:35;20;20,25;20,43;18,75;19,56;19,62;19,93;18,43;19,18;20,43;23,68;21,12;23,43;20,37;20,18;20,56;21,31;18,81;19,93;19,56
3841;18.07.2019;11:59:43;20,06;20,18;20,37;18,75;19,56;19,68;19,87;18,43;19,18;20,43;23,56;21,12;23,43;20,31;20,18;20,5;21,25;18,81;19,87;19,56
3847;18.07.2019;12:00:50;20,06;20,18;20,37;18,75;19,56;19,62;19,87;18,43;19,18;20,43;23,43;21,18;----;20,31;20,18;20,5;21,25;18,81;19,87;19,56
3853;18.07.2019;12:01:58;20,06;20,18;20,43;18,75;19,56;19,68;19,93;18,43;19,25;20,43;23,62;21,18;23,56;20,31;20,18;20,56;21,37;18,81;19,87;19,56
